Timestamp (ns),Time (s),X Position (m),Y Position (m),Yaw (rad),Steering Command,trials (times)
43983221990,43.9832,70.547546,-106.284653,0.023933,-0.610865,2
44033221991,44.0332,70.536667,-106.288651,0.021045,-0.610865,2
44083221992,44.0832,70.525787,-106.292770,0.018508,-0.610865,2
44133221992,44.1332,70.515259,-106.296402,0.015628,-0.610865,2
44183221993,44.1832,70.505135,-106.300095,0.013398,-0.610865,2
44233221994,44.2332,70.495552,-106.303329,0.011004,-0.610865,2
44283221994,44.2832,70.486633,-106.306686,0.008638,-0.610865,2
44333221995,44.3332,70.477730,-106.309860,0.006421,-0.610865,2
44383221996,44.3832,70.467400,-106.313477,0.004005,-0.610865,2
44433221997,44.4332,70.456886,-106.317146,0.001547,-0.610865,2
44483221997,44.4832,70.444389,-106.321579,-0.001741,-0.610865,2
44533221998,44.5332,70.432236,-106.325661,-0.004808,-0.610865,2
44583221999,44.5832,70.419235,-106.330200,-0.008209,-0.610865,2
44633222000,44.6332,70.406570,-106.334450,-0.011169,-0.610865,2
44683222000,44.6832,70.394646,-106.338554,-0.014155,-0.610865,2
44733222001,44.7332,70.379120,-106.343544,-0.017940,-0.610865,2
44783222002,44.7832,70.360954,-106.349243,-0.022445,-0.610865,2
44833222003,44.8332,70.343140,-106.354683,-0.026822,-0.610865,2
44883222003,44.8832,70.326859,-106.359657,-0.030368,-0.610865,2
44933222004,44.9332,70.310768,-106.364555,-0.034555,-0.610865,2
44983222005,44.9832,70.294762,-106.369545,-0.038397,-0.610865,2
45033222006,45.0332,70.279457,-106.373985,-0.042227,-0.610865,2
45083222006,45.0832,70.264641,-106.378456,-0.045710,-0.610865,2
45133222007,45.1332,70.250458,-106.382607,-0.049182,0.610865,2
45183222008,45.1832,70.236580,-106.385818,-0.051832,0.610865,2
45233222009,45.2332,70.222031,-106.387329,-0.053204,0.610865,2
45283222009,45.2832,70.208176,-106.386925,-0.053336,0.610865,2
45333222010,45.3332,70.195343,-106.385445,-0.052600,0.610865,2
45383222011,45.3832,70.181007,-106.382683,-0.051195,0.610865,2
45433222012,45.4332,70.162880,-106.378052,-0.048134,0.610865,2
45483222012,45.4832,70.143005,-106.372040,-0.043843,0.610865,2
45533222013,45.5332,70.124336,-106.365021,-0.039347,0.610865,2
45583222014,45.5832,70.106514,-106.358200,-0.034820,0.610865,2
45633222015,45.6332,70.088951,-106.351395,-0.030503,0.610865,2
45683222015,45.6832,70.072281,-106.345085,-0.026374,0.610865,2
45733222016,45.7332,70.055840,-106.339050,-0.022257,0.610865,2
45783222017,45.7832,70.039215,-106.332924,-0.017839,0.610865,2
45833222018,45.8332,70.022377,-106.326912,-0.013792,0.610865,2
45883222018,45.8832,70.004761,-106.320717,-0.009386,0.610865,2
45933222019,45.9332,69.986320,-106.314171,-0.005141,0.610865,2
45983222020,45.9832,69.968277,-106.307968,-0.000525,0.610865,2
46033222021,46.0332,69.950920,-106.302017,0.003557,0.000000,3
46083222021,46.0832,69.948280,-106.301071,0.004810,0.000000,3
46133222022,46.1332,69.948296,-106.301071,0.004810,0.000000,3
46183222023,46.1832,69.948288,-106.301071,0.004810,-0.610865,3
46233222024,46.2332,69.948257,-106.301094,0.004810,-0.610865,3
46283222024,46.2832,69.948257,-106.301079,0.004804,-0.610865,3
46333222025,46.3332,69.951347,-106.300568,0.005367,-0.610865,3
46383222026,46.3832,69.954308,-106.299911,0.005863,-0.610865,3
46433222027,46.4332,69.959923,-106.298256,0.007633,-0.610865,3
46483222027,46.4832,69.965233,-106.296371,0.008701,-0.610865,3
46533222028,46.5332,69.970718,-106.294418,0.010377,-0.610865,3
46583222029,46.5832,69.977943,-106.291931,0.011894,-0.610865,3
46633222030,46.6332,69.986053,-106.289284,0.013999,-0.610865,3
46683222030,46.6832,69.994904,-106.286240,0.016257,-0.610865,3
46733222031,46.7332,70.004700,-106.282692,0.018774,-0.610865,3
46783222032,46.7832,70.015266,-106.279053,0.021414,-0.610865,3
46833222032,46.8332,70.025299,-106.275253,0.024053,-0.610865,3
46883222033,46.8832,70.036621,-106.271187,0.026801,-0.610865,3
46933222034,46.9332,70.049416,-106.266640,0.030045,-0.610865,3
46983222035,46.9832,70.061882,-106.261909,0.033260,-0.610865,3
47033222035,47.0332,70.075249,-106.256798,0.036763,-0.610865,3
47083222036,47.0832,70.088737,-106.251648,0.040346,-0.610865,3
47133222037,47.1332,70.102821,-106.246300,0.043906,-0.610865,3
47183222038,47.1832,70.116798,-106.240814,0.047335,-0.610865,3
47233222038,47.2332,70.131897,-106.234978,0.051429,-0.610865,3
47283222039,47.2832,70.146858,-106.228989,0.055146,-0.610865,3
47333222040,47.3332,70.162766,-106.222633,0.059264,-0.610865,3
47383222041,47.3832,70.178894,-106.216042,0.063376,-0.610865,3
47433222041,47.4332,70.196182,-106.208916,0.067932,-0.610865,3
