Timestamp (ns),Time (s),X Position (m),Y Position (m),Yaw (rad),Steering Command,change_gear_times
6741481577,6.7415,71.000000,-107.500000,0.000000,0.000000,1
6791481577,6.7915,71.000000,-107.500000,0.000000,0.000000,1
6841481578,6.8415,71.000000,-107.500000,0.000000,0.000000,1
6891481579,6.8915,71.000000,-107.500000,0.000000,0.000000,1
6941481580,6.9415,71.000000,-107.500000,0.000000,0.000000,1
6991481580,6.9915,71.000000,-107.500000,0.000000,0.000000,1
7041481581,7.0415,71.000000,-107.500000,0.000000,0.000000,1
7091481582,7.0915,71.000000,-107.500000,0.000000,0.000000,1
7141481583,7.1415,71.000000,-107.500000,0.000000,0.000000,1
7191481583,7.1915,71.000000,-107.500000,0.000000,0.000000,1
7241481584,7.2415,71.000000,-107.500000,0.000000,0.000000,1
7291481585,7.2915,71.000000,-107.500000,0.000000,0.000000,1
7341481585,7.3415,71.020287,-107.500000,0.000006,0.000000,1
7391481586,7.3915,71.075020,-107.500000,0.000011,0.000000,1
7441481587,7.4415,71.149773,-107.499931,-0.000159,0.000000,1
7491481588,7.4915,71.235527,-107.499962,-0.000214,0.000000,1
7541481588,7.5415,71.329651,-107.499916,-0.000349,0.000000,1
7591481589,7.5915,71.429611,-107.499794,-0.000720,0.000000,1
7641481590,7.6415,71.534714,-107.499786,-0.000898,0.000000,1
7691481591,7.6915,71.643669,-107.499741,-0.001250,0.000000,1
7741481591,7.7415,71.756531,-107.499794,-0.001412,0.000000,1
7791481592,7.7915,71.872559,-107.499832,-0.001736,0.000000,1
7841481593,7.8415,71.992043,-107.499977,-0.001880,0.000000,1
7891481594,7.8915,72.114380,-107.500092,-0.002182,0.000000,1
7941481594,7.9415,72.239967,-107.500313,-0.002309,0.000000,1
7991481595,7.9915,72.368263,-107.500504,-0.002590,0.000000,1
8041481596,8.0415,72.499657,-107.500786,-0.002702,0.000000,1
8091481597,8.0915,72.633667,-107.501053,-0.002961,0.000000,1
8141481597,8.1415,72.770660,-107.501411,-0.003056,0.000000,1
