Timestamp (ns),Time (s),X Position (m),Y Position (m),Yaw (rad),Steering Command,change_gear_times
9857361041,9.8574,71.000000,-107.500000,0.000000,0.000000,1
9907361042,9.9074,71.000000,-107.500000,0.000000,0.000000,1
9957361043,9.9574,71.000000,-107.500000,0.000000,0.000000,1
10007361044,10.0074,71.000000,-107.500000,0.000000,0.000000,1
10057361044,10.0574,71.000000,-107.500000,0.000000,0.000000,1
10107361045,10.1074,71.000000,-107.500000,0.000000,0.000000,1
10157361046,10.1574,71.000000,-107.500000,0.000000,0.000000,1
10207361047,10.2074,71.000000,-107.500000,0.000000,0.000000,1
10257361047,10.2574,71.000000,-107.500000,0.000000,0.000000,1
10307361048,10.3074,71.000000,-107.500000,0.000000,0.000000,1
10357361049,10.3574,71.000000,-107.500000,0.000000,0.000000,1
10407361050,10.4074,71.000000,-107.500000,0.000000,0.000000,1
10457361050,10.4574,71.000000,-107.500000,0.000000,0.000000,1
10507361051,10.5074,71.020287,-107.500000,0.000006,0.000000,1
10557361052,10.5574,71.075020,-107.500000,0.000008,0.000000,1
10607361053,10.6074,71.150078,-107.499977,-0.000072,0.000000,1
10657361053,10.6574,71.236153,-107.500031,0.000004,0.000000,1
10707361054,10.7074,71.329803,-107.500038,0.000028,0.000000,1
10757361055,10.7574,71.428970,-107.500038,0.000055,0.000000,1
10807361056,10.8074,71.532692,-107.500038,0.000037,0.000000,1
10857361056,10.8574,71.640366,-107.500038,0.000055,0.000000,1
10907361057,10.9074,71.751617,-107.500038,0.000038,0.000000,1
10957361058,10.9574,71.866219,-107.500038,0.000054,0.000000,1
11007361059,11.0074,71.984001,-107.500038,0.000038,0.000000,1
11057361059,11.0574,72.104843,-107.500038,0.000054,0.000000,1
11107361060,11.1074,72.228668,-107.500038,0.000039,0.000000,1
11157361061,11.1574,72.355400,-107.500038,0.000054,0.000000,1
11207361062,11.2074,72.485001,-107.500038,0.000039,0.000000,1
11257361062,11.2574,72.617409,-107.500038,0.000054,0.000000,1
11307361063,11.3074,72.752594,-107.500038,0.000039,0.000000,1
11357361064,11.3574,72.890495,-107.500038,0.000053,0.000000,1
11407361065,11.4074,73.031090,-107.500038,0.000040,0.000000,1
11457361065,11.4574,73.174339,-107.500038,0.000053,0.000000,1
11507361066,11.5074,73.320198,-107.500038,0.000040,0.000000,1
11557361067,11.5574,73.468636,-107.500038,0.000053,0.000000,1
11607361068,11.6074,73.619621,-107.500038,0.000041,0.000000,1
11657361068,11.6574,73.773117,-107.500038,0.000053,0.000000,1
11707361069,11.7074,73.929092,-107.500038,0.000041,0.000000,1
11757361070,11.7574,74.086548,-107.500038,0.000053,0.000000,1
11807361070,11.8074,74.209259,-107.500214,0.000476,0.000000,1
11857361071,11.8574,74.268845,-107.500885,0.001606,0.000000,1
