x,y,elapsed_s,velocity_ms,accel_ms2,jerk_ms3,direction,wheel_angle_deg
10.0,12.0,0.259,2.5822,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.293,2.9063,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.311,3.1291,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.33,3.3226,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.347,3.4219,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.365,3.6611,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.382,3.7825,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.402,4.0075,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.42,4.141,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.453,4.537,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.47,4.6318,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.487,4.8477,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.503,4.9719,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.528,4.931,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.545,3.8325,-0.0,-0.0037,STATIONARY,0.0
10.0,12.0,0.561,2.7999,0.0,0.0033,STATIONARY,0.0
10.0,12.0,0.579,0.0416,-0.1335,-7.5263,STATIONARY,0.0
10.0002,12.0,0.596,0.1206,0.06,12.3605,STATIONARY,0.0
10.0004,12.0,0.613,0.1765,0.0387,-1.3463,STATIONARY,0.0
10.0005,12.0,0.629,0.2328,0.021,-1.4215,STATIONARY,0.0
10.0005,12.0,0.646,0.2462,0.0156,-0.464,STATIONARY,0.0
10.0005,12.0,0.662,0.257,0.0111,-0.3038,STATIONARY,0.0
10.0005,12.0,0.678,0.2599,0.007,-0.2664,STATIONARY,0.0
10.0005,12.0,0.697,0.2573,0.004,-0.2293,STATIONARY,0.0
10.0005,12.0,0.731,0.2359,0.0007,-0.1168,STATIONARY,0.0
10.0004,12.0,0.748,0.2242,-0.001,-0.1243,STATIONARY,0.0
10.0004,11.9999,0.765,0.2131,-0.0011,-0.0055,STATIONARY,0.0
10.0003,11.9999,0.785,0.1896,-0.0014,-0.0216,STATIONARY,0.0
10.0003,11.9999,0.802,0.1768,-0.0014,-0.0002,STATIONARY,0.0
10.0003,11.9999,0.821,0.1614,-0.0013,0.002,STATIONARY,0.0
10.0003,11.9999,0.836,0.1448,-0.0014,-0.0018,STATIONARY,0.0
10.0002,11.9999,0.854,0.1363,-0.0017,-0.031,STATIONARY,0.0
10.0002,11.9999,0.87,0.1226,-0.001,0.0408,STATIONARY,0.0
10.0002,11.9999,0.891,0.1053,-0.0011,-0.0053,STATIONARY,0.0
10.0002,11.9999,0.907,0.0958,-0.0009,0.0147,STATIONARY,0.0
10.0002,11.9999,0.925,0.0886,-0.0009,-0.0036,STATIONARY,0.0
10.0001,11.9999,0.941,0.0751,-0.0008,0.0083,STATIONARY,0.0
10.0001,11.9999,0.958,0.0699,-0.0007,0.0142,STATIONARY,0.0
10.0001,11.9999,0.976,0.0623,-0.0006,0.0092,STATIONARY,0.0
10.0001,11.9999,0.994,0.053,-0.0006,-0.0026,STATIONARY,0.0
10.0001,11.9999,1.011,0.0479,-0.0004,0.0104,STATIONARY,0.0
10.0001,11.9999,1.029,0.0423,-0.0004,0.0019,STATIONARY,0.0
10.0001,11.9999,1.046,0.0368,-0.0004,0.002,STATIONARY,0.0
10.0001,11.9999,1.067,0.0321,-0.0003,0.004,STATIONARY,0.0
10.0001,11.9999,1.082,0.0288,-0.0003,0.004,STATIONARY,0.0
10.0,11.9999,1.106,0.0241,-0.0002,0.0029,STATIONARY,0.0
10.0,11.9999,1.122,0.0213,-0.0002,0.0023,STATIONARY,0.0
10.0,11.9999,1.139,0.0179,-0.0002,0.0007,STATIONARY,0.0
10.0,11.9999,1.157,0.0177,-0.0002,0.0001,STATIONARY,0.0
10.0,11.9999,1.173,0.0148,-0.0002,0.0016,STATIONARY,0.0
10.0,11.9999,1.189,0.0133,-0.0001,0.0047,STATIONARY,0.0
10.0,11.9999,1.204,0.0105,-0.0001,0.001,STATIONARY,0.0
10.0,11.9999,1.222,0.0087,-0.0001,0.0,STATIONARY,0.0
10.0,11.9999,1.238,0.0082,-0.0001,0.0007,STATIONARY,0.0
10.0,11.9999,1.256,0.008,-0.0001,0.0004,STATIONARY,0.0
10.0,12.0,1.277,0.007,-0.0001,0.0017,STATIONARY,0.0
10.0,12.0,1.295,0.0051,-0.0001,0.0007,STATIONARY,0.0
10.0,12.0,1.321,0.0037,-0.0001,0.0005,STATIONARY,0.0
10.0,12.0,1.337,0.0032,-0.0001,0.0004,STATIONARY,0.0
10.0,12.0,1.353,0.0045,-0.0001,0.0,STATIONARY,0.0
10.0,12.0,1.376,0.0032,-0.0,0.0009,STATIONARY,0.0
10.0,12.0,1.392,0.0024,-0.0,0.0002,STATIONARY,0.0
10.0,12.0,1.41,0.0015,-0.0,0.0002,STATIONARY,0.0
10.0,11.9999,1.432,0.0026,-0.0,0.0002,STATIONARY,0.0
10.0,11.9999,1.45,0.0017,-0.0,0.0006,STATIONARY,0.0
10.0,11.9999,1.473,0.0023,-0.0,0.0002,STATIONARY,0.0
10.0,11.9999,1.49,0.0003,-0.0,0.0001,STATIONARY,0.0
10.0,11.9999,1.512,0.0015,-0.0,0.0001,STATIONARY,0.0
10.0,11.9999,1.532,0.0001,-0.0001,-0.0032,STATIONARY,0.0
10.0,11.9999,1.548,0.0011,0.0,0.0096,STATIONARY,0.0
10.0,11.9999,1.565,0.0011,0.0,-0.0008,STATIONARY,0.0
10.0,11.9999,1.59,0.0002,0.0,-0.0009,STATIONARY,0.0
10.0,11.9999,1.607,0.0001,0.0,-0.0002,STATIONARY,0.0
10.0,11.9999,1.632,0.0006,-0.0,-0.0004,STATIONARY,0.0
10.0,11.9999,1.648,0.0007,-0.0,-0.0003,STATIONARY,0.0
10.0,11.9999,1.665,0.0005,-0.0,0.0002,STATIONARY,0.0
10.0,11.9999,1.684,0.0009,-0.0,-0.0002,STATIONARY,0.0
10.0,11.9999,1.7,0.0005,-0.0,-0.0,STATIONARY,0.0
10.0,11.9999,1.716,0.0004,-0.0,0.0002,STATIONARY,0.0
10.0,11.9999,1.733,0.0002,-0.0,-0.0001,STATIONARY,0.0
