x,y,elapsed_s,velocity_ms,accel_ms2,jerk_ms3,direction,wheel_angle_deg
10.0,12.0,0.219,2.2048,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.237,2.3403,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.254,2.5778,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.271,2.7195,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.288,2.853,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.307,3.1005,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.324,3.2327,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.34,3.373,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.356,3.5121,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.378,3.7605,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.394,3.8906,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.417,4.1687,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.441,4.448,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.459,4.5519,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.475,4.6796,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.493,4.9291,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.511,5.042,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.528,4.3281,-0.0001,-0.0026,STATIONARY,0.0
10.0,12.0,0.544,3.2048,0.0,0.0048,STATIONARY,0.0
10.0,12.0,0.565,0.0574,-0.2996,-27.6516,STATIONARY,0.0
10.0003,11.9999,0.582,0.1301,0.078,25.3997,STATIONARY,0.0
10.0005,11.9999,0.598,0.176,0.0562,-1.6268,STATIONARY,0.0
10.0007,11.9999,0.617,0.2306,0.0324,-2.0312,STATIONARY,0.0
10.0007,11.9999,0.635,0.2477,0.0237,-0.6326,STATIONARY,0.0
10.0007,11.9999,0.652,0.2571,0.0166,-0.5059,STATIONARY,0.0
10.0007,11.9999,0.676,0.2589,0.0073,-0.6905,STATIONARY,0.0
10.0007,11.9999,0.694,0.2532,0.0043,-0.1658,STATIONARY,0.0
10.0006,11.9999,0.711,0.244,0.0011,-0.2262,STATIONARY,0.0
10.0006,11.9999,0.727,0.2323,0.0004,-0.0429,STATIONARY,0.0
10.0005,11.9998,0.743,0.2133,-0.0012,-0.0688,STATIONARY,0.0
