x,y,elapsed_s,velocity_ms,accel_ms2,jerk_ms3,direction,wheel_angle_deg
10.0,12.0,0.234,2.3203,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.247,2.4652,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.264,2.5709,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.284,2.8081,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.301,2.9475,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.32,3.2176,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.337,3.3138,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.354,3.4588,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.378,3.7193,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.394,3.8786,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.416,4.0728,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.436,4.2938,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.456,4.4993,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.474,4.6539,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.499,4.9199,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.516,4.7097,0.0,0.0,STATIONARY,0.0
10.0,12.0,0.54,2.9247,0.0,0.0009,STATIONARY,0.0
10.0,12.0,0.557,2.2019,0.0,-0.0001,STATIONARY,0.0
10.0,12.0,0.574,0.0591,-0.0083,-0.46,STATIONARY,0.0
10.0001,12.0,0.59,0.1362,0.0078,0.9591,STATIONARY,0.0
10.0001,12.0,0.606,0.1842,0.0055,-0.1521,STATIONARY,0.0
10.0001,12.0,0.625,0.2181,0.004,-0.1045,STATIONARY,0.0
10.0001,12.0,0.652,0.2528,0.0018,-0.1534,STATIONARY,0.0
10.0001,12.0,0.669,0.2586,0.0012,-0.0356,STATIONARY,0.0
10.0001,12.0,0.684,0.2557,0.0006,-0.0311,STATIONARY,0.0
10.0001,12.0,0.7,0.2484,0.0002,-0.0248,STATIONARY,0.0
10.0001,12.0,0.719,0.2345,0.0,-0.0082,STATIONARY,0.0
10.0001,12.0,0.737,0.2213,-0.0001,-0.0068,STATIONARY,0.0
10.0001,12.0,0.754,0.2091,-0.0002,-0.0104,STATIONARY,0.0
10.0001,12.0,0.771,0.1947,-0.0002,0.002,STATIONARY,0.0
10.0001,12.0,0.787,0.1812,-0.0003,-0.0035,STATIONARY,0.0
10.0,12.0,0.806,0.1644,-0.0002,0.0016,STATIONARY,0.0
10.0,12.0,0.823,0.1507,-0.0003,-0.0017,STATIONARY,0.0
10.0,12.0,0.841,0.1362,-0.0002,0.0019,STATIONARY,0.0
10.0,12.0,0.865,0.1157,-0.0002,0.0025,STATIONARY,0.0
10.0,12.0,0.882,0.1058,-0.0002,0.0003,STATIONARY,0.0
10.0,12.0,0.905,0.089,-0.0001,0.0011,STATIONARY,0.0
10.0,12.0,0.922,0.0831,-0.0002,-0.0003,STATIONARY,0.0
10.0,12.0,0.939,0.0742,-0.0001,0.0024,STATIONARY,0.0
10.0,12.0,0.963,0.0627,-0.0001,0.0005,STATIONARY,0.0
10.0,12.0,0.978,0.0551,-0.0001,0.0015,STATIONARY,0.0
10.0,12.0,0.995,0.0511,-0.0001,-0.0004,STATIONARY,0.0
10.0,12.0,1.012,0.0443,-0.0001,0.0012,STATIONARY,0.0
10.0,12.0,1.033,0.0378,-0.0001,0.0005,STATIONARY,0.0
10.0,12.0,1.051,0.0337,-0.0001,0.0007,STATIONARY,0.0
10.0,12.0,1.067,0.0289,-0.0,0.0003,STATIONARY,0.0
10.0,12.0,1.09,0.0245,-0.0,0.0006,STATIONARY,0.0
10.0,12.0,1.106,0.0217,-0.0,0.0003,STATIONARY,0.0
10.0,12.0,1.123,0.0204,-0.0,-0.0,STATIONARY,0.0
10.0,12.0,1.144,0.0173,-0.0,0.0003,STATIONARY,0.0
10.0,12.0,1.161,0.0147,-0.0,0.0009,STATIONARY,0.0
10.0,12.0,1.178,0.0124,-0.0,-0.0001,STATIONARY,0.0
10.0,12.0,1.194,0.0096,-0.0,0.0001,STATIONARY,0.0
10.0,12.0,1.209,0.0076,-0.0,0.0001,STATIONARY,0.0
10.0,12.0,1.227,0.0084,-0.0,0.0001,STATIONARY,0.0
10.0,12.0,1.255,0.0057,-0.0,0.0002,STATIONARY,0.0
10.0,12.0,1.282,0.0059,-0.0,0.0002,STATIONARY,0.0
10.0,12.0,1.3,0.0047,-0.0,-0.0,STATIONARY,0.0
10.0,12.0,1.316,0.0063,-0.0,0.0002,STATIONARY,0.0
10.0,12.0,1.342,0.0047,-0.0,0.0001,STATIONARY,0.0
10.0,12.0,1.359,0.0022,-0.0,-0.0,STATIONARY,0.0
10.0,12.0,1.377,0.0039,-0.0,0.0,STATIONARY,0.0
10.0,12.0,1.402,0.0012,0.0,0.0026,STATIONARY,0.0
10.0,12.0,1.42,0.0006,0.0,-0.0011,STATIONARY,0.0
10.0,12.0,1.436,0.0004,0.0,-0.0001,STATIONARY,0.0
10.0,12.0,1.453,0.0006,0.0,-0.0003,STATIONARY,0.0
10.0,12.0,1.47,0.0018,0.0,0.0001,STATIONARY,0.0
10.0,12.0,1.487,0.0013,-0.0,-0.0002,STATIONARY,0.0
10.0,12.0,1.51,0.001,-0.0,-0.0,STATIONARY,0.0
10.0,12.0,1.527,0.0024,0.0,0.0002,STATIONARY,0.0
10.0,12.0,1.543,0.0008,-0.0,-0.0002,STATIONARY,0.0
10.0,12.0,1.559,0.0004,-0.0,0.0001,STATIONARY,0.0
10.0,12.0,1.576,0.0022,-0.0,-0.0001,STATIONARY,0.0
10.0,12.0,1.599,0.0005,-0.0,-0.0,STATIONARY,0.0
10.0,12.0,1.616,0.0014,0.0,0.0004,STATIONARY,0.0
10.0,12.0,1.633,0.0014,-0.0,-0.0005,STATIONARY,0.0
10.0,12.0,1.65,0.0003,-0.0,0.0002,STATIONARY,0.0
10.0,12.0,1.667,0.0003,-0.0,-0.0001,STATIONARY,0.0
10.0,12.0,1.689,0.002,-0.0,0.0001,STATIONARY,0.0
10.0,12.0,1.707,0.0017,-0.0,0.0,STATIONARY,0.0
10.0,12.0,1.723,0.0017,-0.0,0.0001,STATIONARY,0.0
10.0,12.0,1.74,0.0006,-0.0,-0.0001,STATIONARY,0.0
10.0,12.0,1.762,0.0014,0.0,0.0002,STATIONARY,0.0
10.0,12.0,1.781,0.0006,-0.0,-0.0003,STATIONARY,0.0
10.0,12.0,1.798,0.0,-0.0,-0.0003,STATIONARY,0.0
10.0,12.0,1.815,0.0008,0.0,0.0005,STATIONARY,0.0
10.0,12.0,1.84,0.001,-0.0,-0.0002,STATIONARY,0.0
10.0,12.0,1.858,0.0012,0.0,0.0001,STATIONARY,0.0
10.0,12.0,1.873,0.0004,0.0,0.0,STATIONARY,0.0
10.0,12.0,1.893,0.0003,0.0,-0.0,STATIONARY,0.0
10.0,12.0,1.91,0.0004,-0.0,-0.0001,STATIONARY,0.0
10.0,12.0,1.927,0.0003,-0.0,-0.0,STATIONARY,0.0
10.0,12.0,1.944,0.0014,0.0,0.0001,STATIONARY,0.0
10.0,12.0,1.959,0.0008,-0.0,-0.0002,STATIONARY,0.0
10.0,12.0,1.976,0.0001,-0.0,0.0001,STATIONARY,0.0
10.0,12.0,1.992,0.0008,0.0,0.0001,STATIONARY,0.0
10.0,12.0,2.01,0.0003,-0.0,-0.0002,STATIONARY,0.0
10.0,12.0,2.035,0.001,-0.0,0.0,STATIONARY,0.0
