Timestamp (ns),Time (s),X Position (m),Y Position (m),Yaw (rad),Steering Command,change_gear_times
20802999486,20.8030,71.000000,-107.500000,0.000000,0.000000,1
20852999487,20.8530,71.000000,-107.500000,0.000000,0.000000,1
20902999488,20.9030,71.000000,-107.500000,0.000000,0.000000,1
20952999488,20.9530,71.000000,-107.500000,0.000000,0.000000,1
21002999489,21.0030,71.000000,-107.500000,0.000000,0.000000,1
21052999490,21.0530,71.000000,-107.500000,0.000000,0.000000,1
21102999491,21.1030,71.000000,-107.500000,0.000000,0.000000,1
21152999491,21.1530,71.000000,-107.500000,0.000000,0.000000,1
21202999492,21.2030,71.000000,-107.500000,0.000000,0.000000,1
21252999493,21.2530,71.000000,-107.500000,0.000000,0.000000,1
21302999494,21.3030,71.000000,-107.500000,0.000000,0.000000,1
21352999494,21.3530,71.000000,-107.500000,0.000000,0.000000,1
21402999495,21.4030,71.000000,-107.500000,0.000000,0.000000,1
21452999496,21.4530,71.000000,-107.500000,0.000000,0.000000,1
21502999497,21.5030,71.000000,-107.500000,0.000000,0.000000,1
21552999497,21.5530,71.000000,-107.500000,0.000000,0.000000,1
21602999498,21.6030,71.000000,-107.500000,0.000000,0.000000,1
21652999499,21.6530,71.020287,-107.500000,0.000006,0.000000,1
21702999500,21.7030,71.075020,-107.500000,0.000010,0.000000,1
21752999500,21.7530,71.149826,-107.500015,0.000053,0.000000,1
21802999501,21.8030,71.236496,-107.500092,0.000169,0.000000,1
21852999502,21.8530,71.330910,-107.500221,0.000541,0.000000,1
21902999503,21.9030,71.431557,-107.500259,0.000727,0.000000,1
21952999503,21.9530,71.536690,-107.500336,0.001094,0.000000,1
22002999504,22.0030,71.646111,-107.500298,0.001266,0.000000,1
22052999505,22.0530,71.758904,-107.500282,0.001602,0.000000,1
22102999506,22.1030,71.875320,-107.500175,0.001754,0.000000,1
22152999506,22.1530,71.994705,-107.500084,0.002067,0.000000,1
22202999507,22.2030,72.117409,-107.499893,0.002202,0.000000,1
22252999508,22.2530,72.242889,-107.499725,0.002493,0.000000,1
22302999509,22.3030,72.371529,-107.499458,0.002613,0.000000,1
22352999509,22.3530,72.502815,-107.499207,0.002882,0.000000,1
22402999510,22.4030,72.637138,-107.498871,0.002985,0.000000,1
22452999511,22.4530,72.774048,-107.498550,0.003234,0.000000,1
22502999512,22.5030,72.913887,-107.498138,0.003321,0.000000,1
22552999512,22.5530,73.056229,-107.497742,0.003548,0.000000,1
22602999513,22.6030,73.201416,-107.497276,0.003620,0.000000,1
22652999514,22.6530,73.349045,-107.496803,0.003827,0.000000,1
22702999514,22.7030,73.499420,-107.496254,0.003884,0.000000,1
22752999515,22.7530,73.652176,-107.495728,0.004070,0.000000,1
22802999516,22.8030,73.807602,-107.495117,0.004112,0.000000,1
22852999517,22.8530,73.965332,-107.494537,0.004279,0.000000,1
22902999517,22.9030,74.125656,-107.493866,0.004308,0.000000,1
22952999518,22.9530,74.288223,-107.493210,0.004457,0.000000,1
23002999519,23.0030,74.453293,-107.492477,0.004474,0.000000,1
23052999520,23.0530,74.620567,-107.491791,0.004605,0.000000,1
23102999520,23.1030,74.790253,-107.491013,0.004611,0.000000,1
23152999521,23.1530,74.962082,-107.490273,0.004726,0.000000,1
23202999522,23.2030,75.136230,-107.489441,0.004722,0.000000,1
23252999523,23.2530,75.312477,-107.488640,0.004824,0.000000,1
23302999523,23.3030,75.489975,-107.487801,0.004811,0.000000,1
23352999524,23.3530,75.630936,-107.487221,0.005053,0.000000,1
23402999525,23.4030,75.704796,-107.486931,0.005134,0.000000,1
23452999526,23.4530,75.717468,-107.486885,0.005148,0.000000,1
23502999526,23.5030,75.717491,-107.486885,0.005148,0.000000,1
23552999527,23.5530,75.717636,-107.486885,0.005148,-0.239278,2
23602999528,23.6030,75.717796,-107.486885,0.005148,-0.239278,2
23652999529,23.6530,75.717926,-107.486885,0.005149,-0.239278,2
23702999529,23.7030,75.718033,-107.486885,0.005150,-0.239278,2
23752999530,23.7530,75.717987,-107.486931,0.005131,-0.239278,2
23802999531,23.8030,75.717773,-107.487038,0.005055,-0.239278,2
23852999532,23.8530,75.717583,-107.487022,0.005097,-0.239278,2
23902999532,23.9030,75.717232,-107.487114,0.005008,-0.239278,2
23952999533,23.9530,75.716881,-107.487099,0.005033,-0.239278,2
24002999534,24.0030,75.716331,-107.487221,0.004922,-0.239278,2
24052999535,24.0530,75.715752,-107.487244,0.004924,-0.239278,2
24102999535,24.1030,75.714951,-107.487396,0.004787,-0.239278,2
24152999536,24.1530,75.714104,-107.487450,0.004764,-0.239278,2
24202999537,24.2030,75.713028,-107.487633,0.004602,-0.239278,2
24252999538,24.2530,75.711914,-107.487732,0.004555,-0.239278,2
24302999538,24.3030,75.710571,-107.487946,0.004369,-0.239278,2
24352999539,24.3530,75.709167,-107.488075,0.004296,-0.239278,2
24402999540,24.4030,75.707558,-107.488335,0.004086,-0.239278,2
24452999541,24.4530,75.705887,-107.488503,0.003989,-0.239278,2
24502999541,24.5030,75.704002,-107.488800,0.003753,-0.239278,2
24552999542,24.5530,75.702072,-107.488991,0.003633,-0.239278,2
24602999543,24.6030,75.699928,-107.489326,0.003374,-0.239278,2
24652999544,24.6530,75.697731,-107.489540,0.003229,-0.239278,2
24702999544,24.7030,75.695335,-107.489922,0.002948,-0.239278,2
24752999545,24.7530,75.692909,-107.490166,0.002781,-0.239278,2
24802999546,24.8030,75.690285,-107.490562,0.002478,-0.239278,2
24852999547,24.8530,75.687622,-107.490860,0.002290,-0.239278,2
24902999547,24.9030,75.684776,-107.491280,0.001966,-0.239278,2
24952999548,24.9530,75.681908,-107.491592,0.001757,-0.239278,2
25002999549,25.0030,75.678848,-107.492050,0.001413,-0.239278,2
25052999550,25.0530,75.675728,-107.492371,0.001177,-0.239278,2
25102999550,25.1030,75.672386,-107.492867,0.000806,-0.239278,2
25152999551,25.1530,75.666901,-107.493317,-0.000106,-0.239278,2
25202999552,25.2030,75.651520,-107.495087,-0.001484,-0.239278,2
25252999552,25.2530,75.632431,-107.497322,-0.003407,-0.239278,2
25302999553,25.3030,75.609589,-107.500000,-0.005669,-0.239278,2
25352999554,25.3530,75.585236,-107.502998,-0.007908,-0.239278,2
25402999555,25.4030,75.559700,-107.506035,-0.010122,-0.239278,2
25452999555,25.4530,75.531456,-107.509346,-0.012425,-0.239278,2
25502999556,25.5030,75.500290,-107.512909,-0.015399,-0.239278,2
25552999557,25.5530,75.468636,-107.516472,-0.018194,-0.239278,2
25602999558,25.6030,75.436134,-107.520035,-0.021065,-0.239278,2
25652999558,25.6530,75.400932,-107.523712,-0.024216,-0.239278,2
25702999559,25.7030,75.365051,-107.527321,-0.027681,-0.239278,2
25752999560,25.7530,75.329376,-107.530907,-0.030672,-0.239278,2
25802999561,25.8030,75.294075,-107.534218,-0.034056,-0.239278,2
25852999561,25.8530,75.259056,-107.537560,-0.037129,-0.239278,2
25902999562,25.9030,75.224014,-107.540604,-0.040474,-0.239278,2
25952999563,25.9530,75.189308,-107.543633,-0.043333,-0.239278,2
26002999564,26.0030,75.155128,-107.546356,-0.046619,-0.239278,2
26052999564,26.0530,75.121056,-107.549126,-0.049485,-0.239278,2
26102999565,26.1030,75.086861,-107.551727,-0.052678,-0.239278,2
26152999566,26.1530,75.052635,-107.554291,-0.055505,-0.239278,2
26202999567,26.2030,75.017311,-107.556641,-0.058943,-0.239278,2
26252999567,26.2530,74.982231,-107.559013,-0.061853,-0.239278,2
26302999568,26.3030,74.947273,-107.561226,-0.065195,-0.239278,2
26352999569,26.3530,74.911430,-107.563530,-0.068262,-0.239278,2
26402999570,26.4030,74.875320,-107.565483,-0.071744,-0.239278,2
26452999570,26.4530,74.839096,-107.567436,-0.074841,-0.239278,2
26502999571,26.5030,74.803223,-107.569160,-0.078273,-0.239278,2
26552999572,26.5530,74.767776,-107.570976,-0.081196,-0.239278,2
26602999573,26.6030,74.731842,-107.572479,-0.084658,-0.239278,2
26652999573,26.6530,74.694901,-107.574120,-0.087831,-0.239278,2
26702999574,26.7030,74.658241,-107.575378,-0.091336,-0.239278,2
26752999575,26.7530,74.621811,-107.576736,-0.094367,-0.239278,2
26802999576,26.8030,74.585716,-107.577789,-0.097850,-0.239278,2
26852999576,26.8530,74.549026,-107.578819,-0.100969,-0.239278,2
26902999577,26.9030,74.511932,-107.579620,-0.104562,-0.239278,2
26952999578,26.9530,74.475258,-107.580437,-0.107616,-0.239278,2
27002999579,27.0030,74.438934,-107.581100,-0.111065,-0.239278,2
27052999579,27.0530,74.401802,-107.581589,-0.114573,-0.239278,2
27102999580,27.1030,74.362251,-107.582047,-0.117947,-0.239278,2
27152999581,27.1530,74.323067,-107.582321,-0.121720,-0.239278,2
27202999582,27.2030,74.284164,-107.582550,-0.125073,-0.239278,2
27252999582,27.2530,74.246040,-107.582458,-0.128714,-0.239278,2
27302999583,27.3030,74.208328,-107.582397,-0.131883,-0.239278,2
27352999584,27.3530,74.171104,-107.582138,-0.135435,-0.239278,2
27402999585,27.4030,74.134323,-107.581879,-0.138569,-0.239278,2
27452999585,27.4530,74.095528,-107.581375,-0.142196,-0.239278,2
27502999586,27.5030,74.056412,-107.580849,-0.145883,-0.239278,2
27552999587,27.5530,74.017197,-107.580147,-0.149488,-0.239278,2
27602999588,27.6030,73.977921,-107.579384,-0.153205,-0.239278,2
27652999588,27.6530,73.938866,-107.578445,-0.156712,-0.239278,2
27702999589,27.7030,73.899582,-107.577446,-0.160355,-0.239278,2
27752999590,27.7530,73.860588,-107.576172,-0.163935,-0.239278,2
27802999590,27.8030,73.821907,-107.574883,-0.167517,-0.239278,2
